"","code","name","sci_name","family","order"
"13725","forrob4","Forest Robin (Sangha)","Stiphrornis erythrothorax sanghensis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13726","forrob6","Forest Robin (Olive-backed)","Stiphrornis erythrothorax pyrrholaemus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13727","forrob5","Forest Robin (Eastern)","Stiphrornis erythrothorax xanthogaster","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13728","bocaka1","Bocage's Akalat","Sheppardia bocagei","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13729","bocaka2","Bocage's Akalat (Grant's)","Sheppardia bocagei granti","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13730","bocaka3","Bocage's Akalat (Bioko)","Sheppardia bocagei poensis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13731","bocaka4","Bocage's Akalat (Bocage's)","Sheppardia bocagei [bocagei Group]","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13732","lowaka1","Lowland Akalat","Sheppardia cyornithopsis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13733","equaka1","Equatorial Akalat","Sheppardia aequatorialis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13734","shaaka1","Sharpe's Akalat","Sheppardia sharpei","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13735","eacaka1","East Coast Akalat","Sheppardia gunningi","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13736","eacaka2","East Coast Akalat (East Coast)","Sheppardia gunningi sokokensis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13737","eacaka4","East Coast Akalat (Montane)","Sheppardia gunningi alticola","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13738","eacaka5","East Coast Akalat (Benson's)","Sheppardia gunningi bensoni","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13739","eacaka6","East Coast Akalat (Gunning's)","Sheppardia gunningi gunningi","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13740","gabaka1","Gabela Akalat","Sheppardia gabela","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13741","usaaka1","Usambara Akalat","Sheppardia montana","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13742","iriaka1","Iringa Akalat","Sheppardia lowei","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13743","rubaka1","Rubeho Akalat","Sheppardia aurantiithorax","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13744","bagbab2","Bagobo Robin","Leonardina woodi","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13745","eyjfly1","Eyebrowed Jungle-Flycatcher","Vauriella gularis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13746","rufjuf1","Rusty-flanked Jungle-Flycatcher","Vauriella insignis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13747","negjuf1","Negros Jungle-Flycatcher","Vauriella albigularis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13748","minjuf1","Mindanao Jungle-Flycatcher","Vauriella goodfellowi","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13749","gresho1","Great Shortwing","Heinrichia calligyna","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13750","gresho2","Great Shortwing (Minahasa)","Heinrichia calligyna simplex","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13751","gresho3","Great Shortwing (Great)","Heinrichia calligyna calligyna/picta","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13752","rubsho1","Rusty-bellied Shortwing","Brachypteryx hyperythra","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13753","gousho1","Gould's Shortwing","Brachypteryx stellata","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13754","lessho1","Lesser Shortwing","Brachypteryx leucophris","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13755","whbsho4","Himalayan Shortwing","Brachypteryx cruralis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13756","whbsho5","Chinese Shortwing","Brachypteryx sinensis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13757","y01161","Himalayan/Chinese Shortwing","Brachypteryx cruralis/sinensis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13758","whbsho6","Taiwan Shortwing","Brachypteryx goodfellowi","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13759","whbsho12","White-browed Shortwing","Brachypteryx montana","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13760","whbsho7","White-browed Shortwing (Philippine)","Brachypteryx montana [poliogyna Group]","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13761","minsho1","Mindanao Shortwing (undescribed form)","Brachypteryx (undescribed submontane Mindanao form)","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13762","whbsho8","White-browed Shortwing (Bornean)","Brachypteryx montana erythrogyna","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13763","whbsho9","White-browed Shortwing (Sumatran)","Brachypteryx montana saturata","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13764","whbsho10","White-browed Shortwing (Javan)","Brachypteryx montana montana","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13765","whbsho11","White-browed Shortwing (Flores)","Brachypteryx montana floris","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13766","brachy1","Brachypteryx sp.","Brachypteryx sp.","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13767","rutrob1","Rufous-tailed Robin","Larvivora sibilans","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13768","ruhrob1","Rufous-headed Robin","Larvivora ruficeps","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13769","japrob1","Japanese Robin","Larvivora akahige","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13770","japrob2","Japanese Robin (Japanese)","Larvivora akahige akahige/rishirensis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13771","japrob3","Japanese Robin (Izu)","Larvivora akahige tanensis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13772","ryurob1","Ryukyu Robin","Larvivora komadori","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13773","ryurob2","Ryukyu Robin (Ryukyu)","Larvivora komadori komadori/subrufus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13774","ryurob3","Ryukyu Robin (Okinawa)","Larvivora komadori namiyei","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13775","inbrob1","Indian Blue Robin","Larvivora brunnea","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13776","sibrob","Siberian Blue Robin","Larvivora cyane","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13777","whtrob3","White-throated Robin","Irania gutturalis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13778","thrnig1","Thrush Nightingale","Luscinia luscinia","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13779","comnig1","Common Nightingale","Luscinia megarhynchos","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13780","comnig2","Common Nightingale (megarhynchos/africana)","Luscinia megarhynchos megarhynchos/africana","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13781","comnig3","Common Nightingale (golzii)","Luscinia megarhynchos golzii","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13782","y00625","Thrush/Common Nightingale","Luscinia luscinia/megarhynchos","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13783","whbred1","White-bellied Redstart","Luscinia phaenicuroides","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13784","blueth","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13785","blueth1","Bluethroat (Red-spotted)","Luscinia svecica [svecica Group]","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13786","blueth4","Bluethroat (Iberian)","Luscinia svecica azuricollis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13787","blueth2","Bluethroat (White-spotted)","Luscinia svecica cyanecula/namnetum","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13788","blueth3","Bluethroat (Caucasian)","Luscinia svecica magna","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13789","ceywht1","Sri Lanka Whistling-Thrush","Myophonus blighi","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13790","shwthr1","Shiny Whistling-Thrush","Myophonus melanurus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13791","javwht1","Javan Whistling-Thrush","Myophonus glaucinus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13792","chwwht1","Sumatran Whistling-Thrush","Myophonus castaneus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13793","borwht1","Bornean Whistling-Thrush","Myophonus borneensis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13794","mawthr2","Malayan Whistling-Thrush","Myophonus robinsoni","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13795","mawthr1","Malabar Whistling-Thrush","Myophonus horsfieldii","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13796","fowthr1","Taiwan Whistling-Thrush","Myophonus insularis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13797","blwthr1","Blue Whistling-Thrush","Myophonus caeruleus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13798","bluwht1","Blue Whistling-Thrush (Black-billed)","Myophonus caeruleus caeruleus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13799","bluwht2","Blue Whistling-Thrush (Yellow-billed)","Myophonus caeruleus [flavirostris Group]","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13800","whistl2","whistling-thrush sp.","Myophonus sp.","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13801","litfor1","Little Forktail","Enicurus scouleri","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13802","whcfor1","White-crowned Forktail","Enicurus leschenaulti","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13803","whcfor4","White-crowned Forktail (White-crowned)","Enicurus leschenaulti [frontalis Group]","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13804","whcfor5","White-crowned Forktail (Javan)","Enicurus leschenaulti leschenaulti","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13805","whcfor3","White-crowned Forktail (Bornean)","Enicurus leschenaulti borneensis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13806","spofor1","Spotted Forktail","Enicurus maculatus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13807","sunfor1","Sunda Forktail","Enicurus velatus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13808","chnfor1","Chestnut-naped Forktail","Enicurus ruficapillus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13809","blbfor1","Black-backed Forktail","Enicurus immaculatus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13810","slbfor1","Slaty-backed Forktail","Enicurus schistaceus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13811","forkta1","forktail sp.","Enicurus sp.","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13812","fireth1","Firethroat","Calliope pectardens","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13813","btbrob1","Blackthroat","Calliope obscura","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13814","sibrub","Siberian Rubythroat","Calliope calliope","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13815","himrub1","Himalayan Rubythroat","Calliope pectoralis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13816","chirub1","Chinese Rubythroat","Calliope tschebaiewi","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13817","whtrub1","Himalayan/Chinese Rubythroat (White-tailed Rubythroat)","Calliope pectoralis/tschebaiewi","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13818","whtrob2","White-tailed Robin","Myiomela leucura","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13819","whtrob4","White-tailed Robin (White-tailed)","Myiomela leucura leucura/montium","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13820","whtrob5","White-tailed Robin (Cambodian)","Myiomela leucura cambodiana","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13821","sunrob1","Sunda Robin","Myiomela diana","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13822","sunrob2","Sunda Robin (Sumatran)","Myiomela diana sumatrana","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13823","sunrob3","Sunda Robin (Javan)","Myiomela diana diana","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13824","blfrob1","Blue-fronted Robin","Cinclidium frontale","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13825","refblu","Red-flanked Bluetail","Tarsiger cyanurus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13826","himblu1","Himalayan Bluetail","Tarsiger rufilatus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13827","y00912","Red-flanked/Himalayan Bluetail","Tarsiger cyanurus/rufilatus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13828","rbbrob1","Rufous-breasted Bush-Robin","Tarsiger hyperythrus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13829","wbbrob1","White-browed Bush-Robin","Tarsiger indicus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13830","gobrob1","Golden Bush-Robin","Tarsiger chrysaeus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13831","cobrob1","Collared Bush-Robin","Tarsiger johnstoniae","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13832","y01124","White-browed/Collared Bush-Robin","Tarsiger indicus/johnstoniae","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13833","tarsig1","Tarsiger sp.","Tarsiger sp.","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13834","korfly1","Yellow-rumped Flycatcher","Ficedula zanthopygia","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13835","narfly1","Green-backed Flycatcher","Ficedula elisae","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13836","narfly2","Narcissus Flycatcher","Ficedula narcissina","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13837","narfly3","Ryuku Flycatcher","Ficedula owstoni","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13838","y00913","Yellow-rumped/Green-backed/Narcissus/Ryuku Flycatcher","Ficedula zanthopygia/elisae/narcissina/owstoni","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13839","narfly","Narcissus/Ryuku Flycatcher","Ficedula narcissina/owstoni","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13840","mugfly","Mugimaki Flycatcher","Ficedula mugimaki","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13841","slbfly1","Slaty-backed Flycatcher","Ficedula erithacus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13842","barfly1","Black-and-orange Flycatcher","Ficedula nigrorufa","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13843","slbfly2","Slaty-blue Flycatcher","Ficedula tricolor","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13844","snbfly1","Snowy-browed Flycatcher","Ficedula hyperythra","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13845","pybfly1","Pygmy Flycatcher","Ficedula hodgsoni","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13846","rugfly1","Rufous-gorgeted Flycatcher","Ficedula strophiata","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13847","sapfly1","Sapphire Flycatcher","Ficedula sapphira","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13848","lipfly1","Little Pied Flycatcher","Ficedula westermanni","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13849","ultfly1","Ultramarine Flycatcher","Ficedula superciliaris","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13850","rutfly6","Rusty-tailed Flycatcher","Ficedula ruficauda","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13851","taifly1","Taiga Flycatcher","Ficedula albicilla","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13852","kasfly1","Kashmir Flycatcher","Ficedula subrubra","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13853","rebfly","Red-breasted Flycatcher","Ficedula parva","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13854","y00821","Taiga/Red-breasted Flycatcher","Ficedula albicilla/parva","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13855","semfly1","Semicollared Flycatcher","Ficedula semitorquata","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13856","eupfly1","European Pied Flycatcher","Ficedula hypoleuca","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13857","x00471","Semicollared x European Pied Flycatcher (hybrid)","Ficedula semitorquata x hypoleuca","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13858","atlfly1","Atlas Flycatcher","Ficedula speculigera","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13859","y00819","European Pied/Atlas Flycatcher","Ficedula hypoleuca/speculigera","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13860","colfly1","Collared Flycatcher","Ficedula albicollis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13861","x00472","Semicollared x Collared Flycatcher (hybrid)","Ficedula semitorquata x albicollis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13862","x00817","European Pied x Collared Flycatcher (hybrid)","Ficedula hypoleuca x albicollis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13863","y00820","European Pied/Collared/Semicollared Flycatcher","Ficedula hypoleuca/albicollis/semitorquata","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13864","rucfly3","Tanimbar Flycatcher","Ficedula riedeli","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13865","rucfly1","Rufous-chested Flycatcher","Ficedula dumetoria","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13866","palfly1","Palawan Flycatcher","Ficedula platenae","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13867","furfly1","Furtive Flycatcher","Ficedula disposita","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13868","rutfly5","Rufous-throated Flycatcher","Ficedula rufigula","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13869","damfly1","Damar Flycatcher","Ficedula henrici","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13870","cicfly1","Cinnamon-chested Flycatcher","Ficedula buruensis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13871","lomfly1","Lompobattang Flycatcher","Ficedula bonthaina","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13872","sumfly1","Sumba Flycatcher","Ficedula harterti","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13873","blbfly2","Black-banded Flycatcher","Ficedula timorensis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13874","lisfly1","Little Slaty Flycatcher","Ficedula basilanica","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13875","lisfly2","Little Slaty Flycatcher (samarensis)","Ficedula basilanica samarensis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13876","lisfly3","Little Slaty Flycatcher (basilanica)","Ficedula basilanica basilanica","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13877","rutfly7","Cryptic Flycatcher","Ficedula crypta","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13878","bunfly1","Bundok Flycatcher","Ficedula luzoniensis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13879","ficedu1","Ficedula sp.","Ficedula sp.","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13880","blfred1","Blue-fronted Redstart","Phoenicurus frontalis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13881","plured1","Plumbeous Redstart","Phoenicurus fuliginosus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13882","luzred1","Luzon Redstart","Phoenicurus bicolor","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13883","rubred2","Rufous-backed Redstart","Phoenicurus erythronotus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13884","whcred1","White-capped Redstart","Phoenicurus leucocephalus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13885","alsred1","Ala Shan Redstart","Phoenicurus alaschanicus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13886","bucred1","Blue-capped Redstart","Phoenicurus coeruleocephala","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13887","moured1","Moussier's Redstart","Phoenicurus moussieri","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13888","comred2","Common Redstart","Phoenicurus phoenicurus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13889","comred5","Common Redstart (Common)","Phoenicurus phoenicurus phoenicurus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13890","comred6","Common Redstart (Ehrenberg's)","Phoenicurus phoenicurus samamisicus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13891","hodred1","Hodgson's Redstart","Phoenicurus hodgsoni","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13892","whtred1","White-throated Redstart","Phoenicurus schisticeps","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13893","whwred2","White-winged Redstart","Phoenicurus erythrogastrus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13894","blared1","Black Redstart","Phoenicurus ochruros","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13895","blkred2","Black Redstart (Western)","Phoenicurus ochruros gibraltariensis/aterrimus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13896","blkred1","Black Redstart (Eastern)","Phoenicurus ochruros [ochruros Group]","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13897","x00745","Common x Black Redstart (hybrid)","Phoenicurus phoenicurus x ochruros","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13898","y01071","Common/Black Redstart","Phoenicurus phoenicurus/ochruros","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13899","daured1","Daurian Redstart","Phoenicurus auroreus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13900","redsta1","redstart sp.","Phoenicurus sp.","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13901","lirthr1","Little Rock-Thrush","Monticola rufocinereus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13902","cbrthr1","Chestnut-bellied Rock-Thrush","Monticola rufiventris","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13903","wtrthr1","White-throated Rock-Thrush","Monticola gularis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13904","bcrthr1","Blue-capped Rock-Thrush","Monticola cinclorhyncha","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13905","strthr1","Short-toed Rock-Thrush","Monticola brevipes","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13906","shtrot1","Short-toed Rock-Thrush (White-crowned)","Monticola brevipes brevipes","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13907","shtrot2","Short-toed Rock-Thrush (Short-toed)","Monticola brevipes pretoriae","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13908","serthr1","Sentinel Rock-Thrush","Monticola explorator","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13909","forrot2","Forest Rock-Thrush","Monticola sharpei","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13910","ammrot1","Forest Rock-Thrush (Amber Mountain)","Monticola sharpei erythronotus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13911","forrot1","Forest Rock-Thrush (Forest)","Monticola sharpei sharpei","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13912","benrot1","Forest Rock-Thrush (Benson's)","Monticola sharpei bensoni","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13913","litrot1","Littoral Rock-Thrush","Monticola imerina","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13914","rtrthr1","Rufous-tailed Rock-Thrush","Monticola saxatilis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13915","burthr","Blue Rock-Thrush","Monticola solitarius","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13916","blurot1","Blue Rock-Thrush (solitarius/longirostris)","Monticola solitarius solitarius/longirostris","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13917","blurot5","Blue Rock-Thrush (pandoo)","Monticola solitarius pandoo","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13918","blurot2","Blue Rock-Thrush (philippensis)","Monticola solitarius philippensis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13919","blurot3","Blue Rock-Thrush (pandoo x philippensis)","Monticola solitarius pandoo x philippensis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13920","blurot4","Blue Rock-Thrush (madoci)","Monticola solitarius madoci","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13921","mirthr1","Miombo Rock-Thrush","Monticola angolensis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13922","carthr1","Cape Rock-Thrush","Monticola rupestris","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13923","rockth1","rock-thrush sp.","Monticola sp.","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13924","whinch1","Whinchat","Saxicola rubetra","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13925","x00818","Common Redstart x Whinchat (hybrid)","Phoenicurus phoenicurus x Saxicola rubetra","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13926","whbbus4","White-browed Bushchat","Saxicola macrorhynchus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13927","whtbus1","White-throated Bushchat","Saxicola insignis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13928","caisto1","Fuerteventura Stonechat","Saxicola dacotiae","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13929","stonec4","European Stonechat","Saxicola rubicola","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13930","sibsto1","Siberian Stonechat","Saxicola maurus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13931","sibsto2","Siberian Stonechat (Caspian)","Saxicola maurus hemprichii","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13932","stonec2","Siberian Stonechat (Siberian)","Saxicola maurus [maurus Group]","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13933","sibsto3","Siberian Stonechat (Przevalski's)","Saxicola maurus przewalskii","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13934","y01123","White-browed Bushchat/Siberian Stonechat","Saxicola insignis/maurus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13935","stonec1","European/Siberian Stonechat","Saxicola rubicola/maurus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13936","stonec7","Amur Stonechat","Saxicola stejnegeri","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13937","y00427","Siberian/Amur Stonechat","Saxicola maurus/stejnegeri","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13938","afrsto1","African Stonechat","Saxicola torquatus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13939","stonec3","African Stonechat (African)","Saxicola torquatus [torquatus Group]","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13940","stonec5","African Stonechat (Ethiopian)","Saxicola torquatus albofasciatus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13941","stonec6","African Stonechat (Madagascar)","Saxicola torquatus sibilla","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13942","reusto1","Reunion Stonechat","Saxicola tectes","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13943","whtsto2","White-tailed Stonechat","Saxicola leucurus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13944","y00914","Siberian/White-tailed Stonechat","Saxicola maurus/leucurus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13945","piebus1","Pied Bushchat","Saxicola caprata","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13946","jerbus1","Jerdon's Bushchat","Saxicola jerdoni","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13947","grybus1","Gray Bushchat","Saxicola ferreus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13948","timbus1","Timor Bushchat","Saxicola gutturalis","Muscicapidae (Old World Flycatchers)","Passeriformes"
