"","code","name","sci_name","family","order"
"8877","blagra1","Black Grasswren","Amytornis housei","Maluridae (Fairywrens)","Passeriformes"
"8878","eyrgra1","Eyrean Grasswren","Amytornis goyderi","Maluridae (Fairywrens)","Passeriformes"
"8879","dusgra1","Dusky Grasswren","Amytornis purnelli","Maluridae (Fairywrens)","Passeriformes"
"8880","kalgra1","Kalkadoon Grasswren","Amytornis ballarae","Maluridae (Fairywrens)","Passeriformes"
"8881","souemu1","Southern Emuwren","Stipiturus malachurus","Maluridae (Fairywrens)","Passeriformes"
"8882","rucemu1","Rufous-crowned Emuwren","Stipiturus ruficeps","Maluridae (Fairywrens)","Passeriformes"
"8883","malemu1","Mallee Emuwren","Stipiturus mallee","Maluridae (Fairywrens)","Passeriformes"
"8884","walfai1","Wallace's Fairywren","Sipodotus wallacii","Maluridae (Fairywrens)","Passeriformes"
"8885","orcfai1","Orange-crowned Fairywren","Clytomyias insignis","Maluridae (Fairywrens)","Passeriformes"
"8886","brbfai1","Broad-billed Fairywren","Chenorhamphus grayi","Maluridae (Fairywrens)","Passeriformes"
"8887","brbfai2","Campbell's Fairywren","Chenorhamphus campbelli","Maluridae (Fairywrens)","Passeriformes"
"8888","empfai1","Emperor Fairywren","Malurus cyanocephalus","Maluridae (Fairywrens)","Passeriformes"
"8889","pucfai2","Purple-crowned Fairywren","Malurus coronatus","Maluridae (Fairywrens)","Passeriformes"
"8890","rewfai1","Red-winged Fairywren","Malurus elegans","Maluridae (Fairywrens)","Passeriformes"
"8891","blbfai1","Blue-breasted Fairywren","Malurus pulcherrimus","Maluridae (Fairywrens)","Passeriformes"
"8892","varfai1","Purple-backed Fairywren","Malurus assimilis","Maluridae (Fairywrens)","Passeriformes"
"8893","varfai2","Purple-backed Fairywren (Lavender-flanked)","Malurus assimilis dulcis/rogersi","Maluridae (Fairywrens)","Passeriformes"
"8894","varfai3","Purple-backed Fairywren (Purple-backed)","Malurus assimilis assimilis/bernieri","Maluridae (Fairywrens)","Passeriformes"
"8895","varfai5","Variegated Fairywren","Malurus lamberti","Maluridae (Fairywrens)","Passeriformes"
"8896","y01109","Purple-backed/Variegated Fairywren","Malurus assimilis/lamberti","Maluridae (Fairywrens)","Passeriformes"
"8897","lovfai1","Lovely Fairywren","Malurus amabilis","Maluridae (Fairywrens)","Passeriformes"
"8898","splfai1","Splendid Fairywren","Malurus splendens","Maluridae (Fairywrens)","Passeriformes"
"8899","supfai1","Superb Fairywren","Malurus cyaneus","Maluridae (Fairywrens)","Passeriformes"
"8900","whwfai1","White-winged Fairywren","Malurus leucopterus","Maluridae (Fairywrens)","Passeriformes"
"8901","whwfai2","White-winged Fairywren (Blue-and-white)","Malurus leucopterus leuconotus","Maluridae (Fairywrens)","Passeriformes"
"8902","whwfai3","White-winged Fairywren (Black-and-white)","Malurus leucopterus leucopterus/edouardi","Maluridae (Fairywrens)","Passeriformes"
"8903","x00409","Superb x White-winged Fairywren (hybrid)","Malurus cyaneus x leucopterus","Maluridae (Fairywrens)","Passeriformes"
"8904","rebfai1","Red-backed Fairywren","Malurus melanocephalus","Maluridae (Fairywrens)","Passeriformes"
"8905","x00410","Superb x Red-backed Fairywren (hybrid)","Malurus cyaneus x melanocephalus","Maluridae (Fairywrens)","Passeriformes"
"8906","whsfai1","White-shouldered Fairywren","Malurus alboscapulatus","Maluridae (Fairywrens)","Passeriformes"
"8907","fairyw1","fairywren sp.","Malurus sp.","Maluridae (Fairywrens)","Passeriformes"
"8908","daehon1","Dark-eared Myza","Myza celebensis","Meliphagidae (Honeyeaters)","Passeriformes"
"8909","grshon1","White-eared Myza","Myza sarasinorum","Meliphagidae (Honeyeaters)","Passeriformes"
"8910","y00887","Dark-eared/White-eared Myza","Myza celebensis/sarasinorum","Meliphagidae (Honeyeaters)","Passeriformes"
"8911","easspi1","Eastern Spinebill","Acanthorhynchus tenuirostris","Meliphagidae (Honeyeaters)","Passeriformes"
"8912","wesspi1","Western Spinebill","Acanthorhynchus superciliosus","Meliphagidae (Honeyeaters)","Passeriformes"
"8913","piehon1","Pied Honeyeater","Certhionyx variegatus","Meliphagidae (Honeyeaters)","Passeriformes"
"8914","plahon1","Plain Honeyeater","Pycnopygius ixoides","Meliphagidae (Honeyeaters)","Passeriformes"
"8915","marhon1","Marbled Honeyeater","Pycnopygius cinereus","Meliphagidae (Honeyeaters)","Passeriformes"
"8916","sthhon1","Streak-headed Honeyeater","Pycnopygius stictocephalus","Meliphagidae (Honeyeaters)","Passeriformes"
"8917","tui1","Tui","Prosthemadera novaeseelandiae","Meliphagidae (Honeyeaters)","Passeriformes"
"8918","nezbel1","New Zealand Bellbird","Anthornis melanura","Meliphagidae (Honeyeaters)","Passeriformes"
"8919","y00407","Tui/New Zealand Bellbird","Prosthemadera novaeseelandiae/Anthornis melanura","Meliphagidae (Honeyeaters)","Passeriformes"
"8920","chibel1","Chatham Island Bellbird","Anthornis melanocephala","Meliphagidae (Honeyeaters)","Passeriformes"
"8921","pubhon1","Puff-backed Honeyeater","Meliphaga aruensis","Meliphagidae (Honeyeaters)","Passeriformes"
"8922","yeshon1","Yellow-spotted Honeyeater","Meliphaga notata","Meliphagidae (Honeyeaters)","Passeriformes"
"8923","lewhon1","Lewin's Honeyeater","Meliphaga lewinii","Meliphagidae (Honeyeaters)","Passeriformes"
"8924","stbhon3","Streak-breasted Honeyeater","Territornis reticulata","Meliphagidae (Honeyeaters)","Passeriformes"
"8925","kimhon1","Kimberley Honeyeater","Territornis fordiana","Meliphagidae (Honeyeaters)","Passeriformes"
"8926","whlhon1","White-lined Honeyeater","Territornis albilineata","Meliphagidae (Honeyeaters)","Passeriformes"
"8927","orchon1","Orange-cheeked Honeyeater","Oreornis chrysogenys","Meliphagidae (Honeyeaters)","Passeriformes"
"8928","forhon1","Forest Honeyeater","Microptilotis montanus","Meliphagidae (Honeyeaters)","Passeriformes"
"8929","spbmel1","Mottled Honeyeater","Microptilotis mimikae","Meliphagidae (Honeyeaters)","Passeriformes"
"8930","yeghon1","Yellow-gaped Honeyeater","Microptilotis flavirictus","Meliphagidae (Honeyeaters)","Passeriformes"
